timestamp,nav,price,daily_return,cumulative_return
2024-01-01 00:00:00,92696.54812467055,1998.0593787027822,,-0.07303451875329459
2024-01-01 01:00:00,92530.76951146734,1990.4606436355884,,-0.07469230488532663
2024-01-01 02:00:00,92484.32014238775,1988.3668980498926,,-0.07515679857612256
2024-01-01 03:00:00,92456.51853128908,1987.1203998732235,,-0.07543481468710922
2024-01-01 04:00:00,92485.96755246934,1988.4351418623507,,-0.0751403244753065
2024-01-01 05:00:00,92568.71594209578,1992.1710879713976,,-0.0743128405790422
2024-01-01 06:00:00,92518.81462684346,1989.9084261816993,,-0.0748118537315654
2024-01-01 07:00:00,92501.76890115344,1989.1373855323643,,-0.07498231098846564
2024-01-01 08:00:00,92617.00120514385,1994.3669463058593,,-0.07382998794856144
2024-01-01 09:00:00,92761.79527095222,2001.084296354205,,-0.07238204729047781
2024-01-01 10:00:00,92696.13485052781,1998.0124469969812,,-0.07303865149472188
2024-01-01 11:00:00,92630.26288145805,1994.9653346012499,,-0.07369737118541952
2024-01-01 12:00:00,92590.49467069448,1993.1412726829442,,-0.07409505329305521
2024-01-01 13:00:00,92399.727431176,1984.567666410462,,-0.07600272568824007
2024-01-01 14:00:00,92445.88146375254,1986.6134975257435,,-0.07554118536247467
2024-01-01 15:00:00,92479.6668081067,1988.1207549110702,,-0.07520333191893291
2024-01-01 16:00:00,92417.33501259783,1985.3395964950003,,-0.07582664987402166
2024-01-01 17:00:00,92480.55423004803,1988.1565023933326,,-0.07519445769951971
2024-01-01 18:00:00,92449.66297083831,1986.773285001378,,-0.07550337029161691
2024-01-01 19:00:00,92586.1631149164,1992.9254478598039,,-0.07413836885083602
2024-01-01 20:00:00,92633.84988986087,1995.1061393727553,,-0.07366150110139136
2024-01-01 21:00:00,92521.4730888082,1989.9857892193545,,-0.07478526911191807
2024-01-01 22:00:00,92366.54942776212,1983.0798021602027,,-0.07633450572237876
2024-01-01 23:00:00,92320.06614712162,1981.0389743473966,,-0.07679933852878384
2024-01-02 00:00:00,92353.59008954151,1982.5056586623873,-0.003699792948792191,-0.07646409910458485
2024-01-02 01:00:00,92197.52776436337,1975.7283886614998,-0.0036014154952279664,-0.07802472235636626
2024-01-02 02:00:00,92319.01814806696,1980.985058519093,-0.0017873515647440774,-0.07680981851933044
2024-01-02 03:00:00,92395.93196916932,1984.362758846132,-0.0006552978965917999,-0.0760406803083068
2024-01-02 04:00:00,92289.5589047187,1979.6957756888366,-0.002123658896028946,-0.07710441095281306
2024-01-02 05:00:00,92391.57533943799,1984.1639164016362,-0.001913611967660822,-0.07608424660562019
2024-01-02 06:00:00,92436.06628163466,1986.133152104605,-0.0008943947838345734,-0.07563933718365345
2024-01-02 07:00:00,92553.91151662086,1991.4239320961788,0.0005636931713506321,-0.07446088483379132
2024-01-02 08:00:00,92610.65831437055,1994.0069724754865,-6.84851667703823e-05,-0.07389341685629447
2024-01-02 09:00:00,92434.4519815617,1986.0535243367765,-0.0035288589276908366,-0.07565548018438306
2024-01-02 10:00:00,92464.8192466275,1987.4055594486924,-0.0024954180050041908,-0.07535180753372495
2024-01-02 11:00:00,92491.75655946252,1988.6102019642228,-0.001495259947311034,-0.07508243440537476
2024-01-02 12:00:00,92401.05705097513,1984.5651934145583,-0.0020459726497098485,-0.07598942949024878
2024-01-02 13:00:00,92434.19667944069,1986.033221885688,0.0003730449128258595,-0.07565803320559306
2024-01-02 14:00:00,92345.20747705248,1982.0997743481257,-0.0010890045625183697,-0.07654792522947518
2024-01-02 15:00:00,92450.42113432604,1986.748904781684,-0.00031623896138543994,-0.07549578865673956
2024-01-02 16:00:00,92651.38747312748,1995.856860209379,0.0025325601576560164,-0.07348612526872511
2024-01-02 17:00:00,92746.49821035305,2000.274414424232,0.00287567459472049,-0.07253501789646954
2024-01-02 18:00:00,92698.09479719114,1998.0135325973124,0.002687211812023582,-0.07301905202808867
2024-01-02 19:00:00,92758.7328369653,2000.8431762646476,0.0018638824230647888,-0.07241267163034704
2024-01-02 20:00:00,92772.83629343327,2001.503793551586,0.0015003846189880488,-0.0722716370656673
2024-01-02 21:00:00,92710.45579871658,1998.5809231048747,0.002042582155247219,-0.07289544201283427
2024-01-02 22:00:00,92664.87482110971,1996.4649224534403,0.003229799047337112,-0.0733512517889029
2024-01-02 23:00:00,92613.2045586786,1994.0864184246916,0.003175240484444952,-0.07386795441321403
2024-01-03 00:00:00,92556.33814472068,1991.4929225468968,0.0021953456815548833,-0.07443661855279327
2024-01-03 01:00:00,92557.9418030467,1991.5629182765072,0.00390915079203058,-0.07442058196953294
2024-01-03 02:00:00,92481.79492548693,1988.127248892659,0.001763198750217354,-0.07518205074513074
2024-01-03 03:00:00,92405.55761396566,1984.7293884714088,0.00010417823156494421,-0.07594442386034339
2024-01-03 04:00:00,92411.31786623175,1984.9815505676174,0.0013193145894083713,-0.07588682133768243
2024-01-03 05:00:00,92207.67000373421,1976.0954145701016,-0.0019904989716662547,-0.0779232999626579
2024-01-03 06:00:00,92231.79254155446,1977.1308494814784,-0.0022098921805890903,-0.07768207458445542
2024-01-03 07:00:00,92127.55861326632,1972.6702641300415,-0.00460653576243486,-0.07872441386733686
2024-01-03 08:00:00,92075.20065407603,1970.4543703417444,-0.00578181464250993,-0.07924799345923961
2024-01-03 09:00:00,91977.89674571781,1966.3819564395312,-0.004939232353916689,-0.08022103254282187
2024-01-03 10:00:00,91849.32838889954,1961.086748969994,-0.006656486896776337,-0.08150671611100468
2024-01-03 11:00:00,91667.98996381386,1953.7752112043618,-0.008906378538924842,-0.08332010036186144
2024-01-03 12:00:00,91820.2877382792,1959.897172011778,-0.006285310268426159,-0.08179712261720795
2024-01-03 13:00:00,91650.08985283521,1953.0548450075112,-0.0084828651600094,-0.08349910147164785
2024-01-03 14:00:00,91785.5224832118,1958.4807715908796,-0.0060607909076360045,-0.08214477516788199
2024-01-03 15:00:00,91788.6253837009,1958.6045342478585,-0.007158385462231465,-0.08211374616299105
2024-01-03 16:00:00,91735.23141902412,1956.4485590046822,-0.009888206524366283,-0.08264768580975879
2024-01-03 17:00:00,91807.69677827635,1959.3718750837638,-0.010122230490551276,-0.08192303221723651
2024-01-03 18:00:00,91687.2826622043,1954.5238834100717,-0.010904346385956831,-0.08312717337795694
2024-01-03 19:00:00,91756.17725863642,1957.2843846349026,-0.01080820692204787,-0.08243822741363571
2024-01-03 20:00:00,91816.11640689503,1959.7065488790013,-0.010312500132174551,-0.08183883593104968
2024-01-03 21:00:00,91883.5473157061,1962.4533097770645,-0.008919258091080517,-0.08116452684293896
2024-01-03 22:00:00,91871.66444796592,1961.9622869253706,-0.00855998969053906,-0.08128335552034083
2024-01-03 23:00:00,91863.16755672565,1961.6116778721266,-0.008098596798664204,-0.08136832443274356
2024-01-04 00:00:00,91808.22505187274,1959.3712422445262,-0.008082786201828673,-0.08191774948127262
2024-01-04 01:00:00,91980.60074636304,1966.4456285834428,-0.0062376177066705285,-0.08019399253636961
2024-01-04 02:00:00,92135.87347689398,1972.9663035332026,-0.0037404274957213435,-0.0786412652310603
2024-01-04 03:00:00,92191.58219062818,1975.3404116850998,-0.0023156120569218785,-0.07808417809371826
2024-01-04 04:00:00,92066.14590503855,1970.0142843739065,-0.0037351697731748956,-0.07933854094961457
2024-01-04 05:00:00,91967.90778040848,1965.90857743018,-0.002600241642761625,-0.08032092219591525
2024-01-04 06:00:00,91955.44291278235,1965.388950431011,-0.0029962513050757478,-0.08044557087217652
2024-01-04 07:00:00,91888.43376911772,1962.6256620876425,-0.002595584293646591,-0.08111566230882283
